Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit
ORD10027,2025-07-06,CUST1024,Monitor,Electronics,West,1,462.22,0.1,416.0,119.01
ORD10012,2025-07-07,CUST1062,Blender,Home & Kitchen,North,1,146.96,0.25,110.22,16.39
ORD10100,2025-07-07,CUST1166,Smartphone,Electronics,East,2,646.06,0.1,1162.91,335.11
ORD10275,2025-07-07,CUST1170,T-Shirt,Clothing,West,2,32.65,0.1,58.77,15.65
ORD10321,2025-07-07,CUST1152,T-Shirt,Clothing,Central,5,34.9,0.15,148.32,21.94
ORD10301,2025-07-08,CUST1033,Monitor,Electronics,South,5,180.4,0.1,811.8,212.9
ORD10429,2025-07-08,CUST1003,Sofa,Furniture,West,5,373.37,0.0,1866.85,195.0
ORD10344,2025-07-09,CUST1064,Desk,Furniture,West,1,331.05,0.0,331.05,80.26
ORD10381,2025-07-10,CUST1065,Headphones,Electronics,Central,7,48.15,0.05,320.2,43.21
ORD10414,2025-07-11,CUST1079,Jacket,Clothing,West,1,180.06,0.2,144.05,26.09
ORD10436,2025-07-12,CUST1132,T-Shirt,Clothing,East,2,58.24,0.25,87.36,10.62
ORD10260,2025-07-12,CUST1058,Keyboard,Electronics,South,6,118.36,0.1,639.14,74.93
ORD10387,2025-07-13,CUST1179,Laptop,Electronics,East,4,969.9,0.2,3103.68,448.0
ORD10059,2025-07-14,CUST1059,Keyboard,Electronics,East,7,139.02,0.1,875.83,157.78
ORD10297,2025-07-14,CUST1108,Blender,Home & Kitchen,West,4,85.78,0.1,308.81,28.01
ORD10482,2025-07-16,CUST1036,Sneakers,Clothing,South,5,73.18,0.15,311.02,68.35
ORD10266,2025-07-16,CUST1137,Jacket,Clothing,North,2,73.17,0.1,131.71,24.87
ORD10391,2025-07-17,CUST1083,Coffee Maker,Home & Kitchen,East,7,239.83,0.1,1510.93,301.94
ORD10276,2025-07-18,CUST1087,Jeans,Clothing,,3,46.15,0.15,117.68,22.61
ORD10083,2025-07-18,CUST1045,Desk,Furniture,Central,1,138.88,0.05,131.94,25.13
ORD10362,2025-07-21,CUST1053,Jeans,Clothing,North,5,94.97,0.1,427.36,65.26
ORD10127,2025-07-21,CUST1178,Cookware Set,Home & Kitchen,East,1,170.27,0.0,170.27,42.32
ORD10500,2025-07-21,CUST1138,Vacuum Cleaner,Home & Kitchen,Central,7,382.15,0.2,2140.04,128.08
ORD10257,2025-07-22,CUST1110,Blender,Home & Kitchen,West,3,166.31,0.15,424.09,102.87
ORD10443,2025-07-23,CUST1091,Table,Furniture,East,1,425.98,0.1,383.38,56.75
ORD10063,2025-07-24,CUST1065,Vacuum Cleaner,Home & Kitchen,Central,7,258.66,0.0,1810.62,194.79
ORD10348,2025-07-25,CUST1128,Keyboard,Electronics,West,1,52.18,0.1,46.96,10.9
ORD10455,2025-07-25,CUST1164,Keyboard,Electronics,South,6,69.9,0.1,377.46,30.31
ORD10238,2025-07-25,CUST1188,Keyboard,Electronics,North,5,115.41,0.15,490.49,54.9
ORD10043,2025-07-27,CUST1111,Monitor,Electronics,East,7,215.28,0.1,1356.26,172.22
ORD10138,2025-07-28,CUST1043,T-Shirt,Clothing,Central,7,34.21,0.1,215.52,54.46
ORD10125,2025-07-29,CUST1041,Monitor,Electronics,Central,2,258.58,0.15,439.59,110.91
ORD10460,2025-07-29,CUST1173,Smartphone,Electronics,West,5,483.72,0.1,2176.74,619.57
ORD10331,2025-07-31,CUST1168,Bookshelf,Furniture,South,7,190.38,0.2,1066.13,153.99
ORD10355,2025-08-01,CUST1026,Headphones,Electronics,North,1,125.31,0.1,112.78,26.94
ORD10481,2025-08-02,CUST1090,Jacket,Clothing,North,7,129.33,0.0,905.31,214.01
ORD10055,2025-08-02,CUST1048,T-Shirt,Clothing,Central,4,49.69,0.15,168.95,8.59
ORD10370,2025-08-02,CUST1117,Keyboard,Electronics,South,3,33.36,0.1,90.07,16.25
ORD10492,2025-08-03,CUST1008,Jacket,Clothing,East,2,239.72,0.15,407.52,28.23
ORD10490,2025-08-03,CUST1054,Cookware Set,Home & Kitchen,Central,4,162.36,0.05,616.97,96.1
ORD10202,2025-08-04,CUST1150,Keyboard,Electronics,West,3,149.52,0.15,381.28,80.77
ORD10099,2025-08-04,CUST1176,Keyboard,Electronics,West,4,114.13,0.2,365.22,35.22
ORD10431,2025-08-04,CUST1064,Laptop,Electronics,North,4,615.42,0.1,2215.51,265.63
ORD10382,2025-08-05,CUST1093,T-Shirt,Clothing,Central,6,52.1,0.0,312.6,85.29
ORD10053,2025-08-05,CUST1073,Air Fryer,Home & Kitchen,West,6,95.03,0.1,513.16,57.72
ORD10066,2025-08-06,CUST1010,Jeans,Clothing,East,5,73.54,0.0,367.7,88.47
ORD10264,2025-08-09,CUST1113,T-Shirt,Clothing,Central,4,29.69,0.0,118.76,17.2
ORD10289,2025-08-09,CUST1112,Monitor,Electronics,South,2,496.26,0.2,794.02,189.61
ORD10130,2025-08-10,CUST1113,Backpack,Clothing,South,5,66.9,0.05,317.77,42.4
ORD10029,2025-08-10,CUST1166,T-Shirt,Clothing,Central,6,45.74,0.25,205.83,18.66
ORD10129,2025-08-11,CUST1039,Monitor,Electronics,North,3,321.5,0.25,723.38,35.49
ORD10033,2025-08-12,CUST1183,Monitor,Electronics,West,5,309.27,,1469.03,138.85
ORD10117,2025-08-12,CUST1073,Vacuum Cleaner,Home & Kitchen,East,5,268.71,0.05,1276.37,176.06
ORD10052,2025-08-13,CUST1010,Coffee Maker,Home & Kitchen,West,7,241.31,0.05,1604.71,138.73
ORD10115,2025-08-14,CUST1093,T-Shirt,Clothing,North,4,23.67,0.15,80.48,14.47
ORD10062,2025-08-14,CUST1196,Smartphone,Electronics,East,1,864.51,0.15,734.83,136.87
ORD10217,2025-08-16,CUST1121,Bookshelf,Furniture,Central,5,138.97,0.0,694.85,107.49
ORD10351,2025-08-16,CUST1017,Jacket,Clothing,North,1,82.17,0.0,82.17,9.39
ORD10011,2025-08-16,CUST1156,Monitor,Electronics,North,2,490.33,0.0,980.66,281.94
ORD10046,2025-08-16,CUST1053,Backpack,Clothing,South,3,79.46,0.1,214.54,58.29
ORD10014,2025-08-18,CUST1197,Monitor,Electronics,East,5,335.0,0.25,1256.25,316.49
ORD10030,2025-08-21,CUST1022,Headphones,Electronics,West,4,210.97,0.0,843.88,235.49
ORD10079,2025-08-21,CUST1025,Desk,Furniture,East,2,452.46,0.05,859.67,188.28
ORD10135,2025-08-23,CUST1063,Air Fryer,Home & Kitchen,West,7,185.71,0.0,1299.97,326.77
ORD10263,2025-08-25,CUST1097,Laptop,Electronics,North,6,513.07,0.1,2770.58,380.09
ORD10338,2025-08-27,CUST1129,Backpack,Clothing,Central,2,26.7,0.1,48.06,11.92
ORD10440,2025-08-28,CUST1122,Headphones,Electronics,South,3,191.78,0.1,517.81,39.58
ORD10139,2025-08-28,CUST1176,Sofa,Furniture,South,1,1089.0,0.1,980.1,278.56
ORD10379,2025-08-29,CUST1120,Air Fryer,Home & Kitchen,Central,3,161.51,0.15,411.85,46.69
ORD10358,2025-08-29,CUST1007,Jacket,Clothing,East,4,142.92,0.2,457.34,23.45
ORD10107,2025-08-29,CUST1163,Desk,Furniture,East,1,122.08,0.15,103.77,17.28
ORD10228,2025-08-29,CUST1109,Desk,Furniture,West,4,547.24,0.1,1970.06,347.34
ORD10286,2025-08-30,CUST1160,Keyboard,Electronics,Central,2,27.53,0.05,52.31,14.95
ORD10190,2025-08-30,CUST1123,Headphones,Electronics,East,5,38.08,0.1,171.36,22.02
ORD10105,2025-08-30,CUST1054,Vacuum Cleaner,Home & Kitchen,East,1,120.64,0.15,102.54,11.27
ORD10038,2025-09-01,CUST1182,Laptop,Electronics,East,2,529.93,0.15,900.88,40.97
ORD10405,2025-09-02,CUST1128,Desk,Furniture,North,6,376.5,0.25,1694.25,356.55
ORD10175,2025-09-02,CUST1113,T-Shirt,Clothing,West,5,41.48,0.15,176.29,25.35
ORD10220,2025-09-04,CUST1038,Blender,Home & Kitchen,South,3,72.21,0.25,162.47,17.06
ORD10430,2025-09-04,CUST1182,Laptop,Electronics,East,6,752.45,0.1,4063.23,574.77
ORD10177,2025-09-04,CUST1028,Sneakers,Clothing,South,5,163.79,0.1,737.06,126.51
ORD10309,2025-09-05,CUST1164,Cookware Set,Home & Kitchen,West,3,259.99,0.15,662.97,106.51
ORD10112,2025-09-05,CUST1111,Headphones,Electronics,North,7,98.83,0.0,691.81,73.28
ORD10495,2025-09-05,CUST1057,Sofa,Furniture,South,1,641.42,0.05,609.35,163.32
ORD10219,2025-09-05,CUST1102,Sneakers,Clothing,West,4,142.93,0.05,543.13,115.63
ORD10320,2025-09-06,CUST1156,Monitor,Electronics,East,7,408.84,0.1,2575.69,669.55
ORD10397,2025-09-08,CUST1131,Air Fryer,Home & Kitchen,East,6,116.78,0.2,560.54,77.27
ORD10204,2025-09-09,CUST1186,Blender,Home & Kitchen,Central,4,99.51,0.0,398.04,67.62
ORD10151,2025-09-09,CUST1094,Air Fryer,Home & Kitchen,Central,1,67.14,0.05,63.78,9.95
ORD10366,2025-09-11,CUST1171,Bookshelf,Furniture,East,6,277.88,0.0,1667.28,456.8
ORD10315,2025-09-11,CUST1127,Air Fryer,Home & Kitchen,North,1,65.95,0.05,62.65,15.72
ORD10365,2025-09-12,CUST1017,Vacuum Cleaner,Home & Kitchen,North,3,481.06,0.1,1298.86,106.04
ORD10200,2025-09-12,CUST1098,Coffee Maker,Home & Kitchen,West,4,148.2,0.0,592.8,100.23
ORD10267,2025-09-13,CUST1006,Jacket,Clothing,North,1,125.34,0.15,106.54,13.41
ORD10249,2025-09-14,CUST1153,Cookware Set,Home & Kitchen,East,6,97.31,0.15,496.28,67.48
ORD10166,2025-09-17,CUST1120,Cookware Set,Home & Kitchen,West,2,119.32,0.2,190.91,33.79
ORD10402,2025-09-19,CUST1057,Coffee Maker,Home & Kitchen,West,4,168.57,0.15,573.14,57.64
ORD10051,2025-09-21,CUST1027,Cookware Set,Home & Kitchen,East,4,138.47,0.0,553.88,68.95
ORD10218,2025-09-22,CUST1129,Backpack,Clothing,South,7,113.5,0.15,675.32,138.45
ORD10255,2025-09-23,CUST1133,Smartphone,Electronics,West,2,773.96,0.05,1470.52,290.44
ORD10089,2025-09-24,CUST1083,Blender,Home & Kitchen,West,1,151.11,0.05,143.55,30.38
ORD10006,2025-09-25,CUST1017,Monitor,Electronics,South,3,251.17,0.05,715.83,163.55
ORD10427,2025-09-27,CUST1067,Office Chair,Furniture,South,4,280.72,0.2,898.3,186.68
ORD10389,2025-09-28,CUST1199,Cookware Set,Home & Kitchen,North,5,60.3,0.2,241.2,44.31
ORD10417,2025-09-28,CUST1049,Keyboard,Electronics,South,5,62.77,0.15,266.77,31.67
ORD10296,2025-09-28,CUST1134,Backpack,Clothing,Central,3,103.04,0.1,278.21,78.34
ORD10457,2025-09-29,CUST1058,Monitor,Electronics,South,7,437.68,0.05,2910.57,646.43
ORD10148,2025-09-29,CUST1075,T-Shirt,Clothing,West,1,15.43,0.15,13.12,0.92
ORD10359,2025-09-29,CUST1058,Vacuum Cleaner,Home & Kitchen,South,5,372.18,0.15,1581.76,252.34
ORD10019,2025-09-29,CUST1071,Bookshelf,Furniture,Central,7,182.99,0.0,1280.93,384.71
ORD10172,2025-09-30,CUST1107,Smartphone,Electronics,North,2,869.49,0.15,1478.13,252.25
ORD10371,2025-09-30,CUST1160,Monitor,Electronics,East,6,336.94,0.1,1819.48,230.88
ORD10240,2025-10-01,CUST1056,Keyboard,Electronics,East,7,132.86,0.1,837.02,69.37
ORD10161,2025-10-01,CUST1077,Sofa,Furniture,West,2,720.58,0.0,1441.16,240.47
ORD10120,2025-10-04,CUST1147,Jacket,Clothing,East,4,60.98,0.15,207.33,13.15
ORD10261,2025-10-05,CUST1039,T-Shirt,Clothing,West,6,26.64,0.0,159.84,20.25
ORD10209,2025-10-05,CUST1107,Laptop,Electronics,West,2,1095.1,0.15,1861.67,233.66
ORD10078,2025-10-05,CUST1158,Monitor,Electronics,West,2,276.86,0.0,553.72,124.98
ORD10311,2025-10-06,CUST1028,Bookshelf,Furniture,Central,1,115.21,0.0,115.21,33.15
ORD10283,2025-10-06,CUST1165,Bookshelf,Furniture,East,7,245.04,0.0,1715.28,360.77
ORD10497,2025-10-07,CUST1187,Jeans,Clothing,West,6,62.11,0.05,354.03,56.11
ORD10298,2025-10-07,CUST1018,Laptop,Electronics,North,2,1064.09,0.0,2128.18,406.57
ORD10106,2025-10-09,CUST1178,Monitor,Electronics,Central,1,374.57,0.1,337.11,35.29
ORD10273,2025-10-09,CUST1118,Air Fryer,Home & Kitchen,South,2,142.13,0.15,241.62,33.57
ORD10468,2025-10-10,CUST1059,Coffee Maker,Home & Kitchen,West,2,60.45,0.0,120.9,31.94
ORD10437,2025-10-10,CUST1060,Monitor,Electronics,South,1,278.04,0.1,250.24,68.41
ORD10299,2025-10-10,CUST1094,Jeans,Clothing,North,1,52.73,0.0,52.73,16.63
ORD10024,2025-10-10,CUST1035,Desk,Furniture,South,3,422.53,0.0,1267.59,330.78
ORD10168,2025-10-12,CUST1008,Headphones,Electronics,Central,6,39.92,0.2,191.62,39.04
ORD10361,2025-10-14,CUST1103,Table,Furniture,West,3,684.82,0.15,1746.29,245.02
ORD10076,2025-10-15,CUST1100,T-Shirt,Clothing,South,2,30.5,0.0,61.0,17.95
ORD10426,2025-10-16,CUST1123,Backpack,Clothing,West,6,56.57,0.0,339.42,47.26
ORD10485,2025-10-16,CUST1076,Backpack,Clothing,East,3,66.99,0.0,200.97,35.14
ORD10307,2025-10-17,CUST1138,Jeans,Clothing,South,4,104.33,0.0,417.32,72.1
ORD10384,2025-10-19,CUST1080,Air Fryer,Home & Kitchen,North,6,121.2,0.15,618.12,86.37
ORD10122,2025-10-21,CUST1017,Cookware Set,Home & Kitchen,East,3,180.61,0.0,541.83,58.15
ORD10174,2025-10-26,CUST1039,Headphones,Electronics,East,4,86.98,0.15,295.73,13.4
ORD10087,2025-10-28,CUST1137,Jacket,Clothing,East,6,70.62,0.25,317.79,55.31
ORD10128,2025-10-29,CUST1168,Cookware Set,Home & Kitchen,North,7,271.25,0.0,1898.75,604.33
ORD10335,2025-10-30,CUST1178,Keyboard,Electronics,South,4,39.98,0.1,143.93,12.56
ORD10277,2025-10-30,CUST1076,Vacuum Cleaner,Home & Kitchen,Central,5,401.48,0.05,1907.03,389.32
ORD10342,2025-11-02,CUST1048,Sofa,Furniture,North,4,1170.76,0.05,4448.89,309.76
ORD10048,2025-11-03,CUST1150,Backpack,Clothing,East,7,63.42,0.0,443.94,106.67
ORD10110,2025-11-04,CUST1153,Monitor,Electronics,South,5,331.21,0.15,1407.64,133.83
ORD10404,2025-11-04,CUST1179,Cookware Set,Home & Kitchen,South,3,215.21,0.15,548.79,131.66
ORD10356,2025-11-06,CUST1049,Jeans,Clothing,West,4,118.59,0.1,426.92,110.15
ORD10494,2025-11-06,CUST1059,Monitor,Electronics,South,2,256.52,0.05,487.39,64.2
ORD10163,2025-11-07,CUST1131,Backpack,Clothing,South,1,106.02,0.1,95.42,5.48
ORD10072,2025-11-08,CUST1048,Keyboard,Electronics,East,7,144.18,0.0,1009.26,157.51
ORD10269,2025-11-08,CUST1035,Table,Furniture,East,2,591.21,0.2,945.94,59.98
ORD10039,2025-11-09,CUST1148,Backpack,Clothing,Central,1,38.3,0.0,38.3,7.37
ORD10325,2025-11-09,CUST1175,Cookware Set,Home & Kitchen,Central,6,236.46,0.0,1418.76,414.32
ORD10395,2025-11-09,CUST1173,Sofa,Furniture,East,2,854.94,0.0,1709.88,501.47
ORD10319,2025-11-09,CUST1126,Keyboard,Electronics,South,3,145.39,0.15,370.74,25.48
ORD10452,2025-11-09,CUST1061,T-Shirt,Clothing,North,7,59.65,0.0,417.55,128.68
ORD10425,2025-11-10,CUST1192,Smartphone,Electronics,North,4,657.28,0.05,2497.66,170.88
ORD10341,2025-11-10,CUST1176,Sofa,Furniture,Central,6,1120.65,0.25,5042.92,1247.05
ORD10432,2025-11-11,CUST1040,Vacuum Cleaner,Home & Kitchen,West,1,267.36,0.0,267.36,75.46
ORD10256,2025-11-11,CUST1036,Sneakers,Clothing,East,7,72.01,0.15,428.46,96.56
ORD10330,2025-11-13,CUST1074,Monitor,Electronics,Central,3,299.18,0.05,852.66,61.47
ORD10317,2025-11-14,CUST1118,Sofa,Furniture,North,1,1118.57,0.05,1062.64,315.55
ORD10478,2025-11-14,CUST1131,Sneakers,Clothing,West,4,41.26,0.1,148.54,29.84
ORD10499,2025-11-15,CUST1094,Air Fryer,Home & Kitchen,East,4,208.54,0.2,667.33,23.12
ORD10154,2025-11-16,CUST1082,Sofa,Furniture,North,6,544.52,0.05,3103.76,769.06
ORD10441,2025-11-16,CUST1107,Monitor,Electronics,West,1,411.74,0.0,411.74,100.83
ORD10380,2025-11-17,CUST1056,Laptop,Electronics,South,2,1111.9,0.05,2112.61,260.43
ORD10015,2025-11-17,CUST1082,Laptop,Electronics,Central,4,1189.03,0.1,4280.51,349.17
ORD10094,2025-11-17,CUST1046,Jeans,Clothing,South,5,37.8,0.0,189.0,26.66
ORD10184,2025-11-17,CUST1187,Coffee Maker,Home & Kitchen,West,6,215.94,0.15,1101.29,219.21
ORD10206,2025-11-18,CUST1004,Headphones,Electronics,West,5,194.53,0.15,826.75,120.56
ORD10229,2025-11-19,CUST1047,Cookware Set,Home & Kitchen,North,2,297.87,0.15,506.38,138.68
ORD10306,2025-11-19,CUST1122,Coffee Maker,Home & Kitchen,South,3,150.68,0.1,406.84,96.76
ORD10295,2025-11-20,CUST1194,Laptop,Electronics,Central,1,499.22,0.15,424.34,107.36
ORD10247,2025-11-20,CUST1052,Sofa,Furniture,West,4,395.25,0.1,1422.9,176.75
ORD10372,2025-11-20,CUST1026,Monitor,Electronics,East,6,126.98,0.15,647.6,39.47
ORD10323,2025-11-22,CUST1107,Backpack,Clothing,South,3,55.47,0.1,149.77,40.34
ORD10227,2025-11-23,CUST1195,Coffee Maker,Home & Kitchen,West,5,62.99,0.05,299.2,22.17
ORD10278,2025-11-23,CUST1195,Jacket,Clothing,East,4,207.76,0.1,747.94,152.55
ORD10461,2025-11-24,CUST1062,Headphones,Electronics,North,4,162.41,0.05,617.16,115.78
ORD10453,2025-11-24,CUST1048,Desk,Furniture,Central,6,241.93,0.2,1161.26,230.64
ORD10140,2025-11-27,CUST1034,Blender,Home & Kitchen,West,4,92.63,0.0,370.52,102.67
ORD10050,2025-11-27,CUST1134,Smartphone,Electronics,Central,6,495.43,0.1,2675.32,720.07
ORD10467,2025-11-27,CUST1029,Monitor,Electronics,North,6,286.12,0.15,1459.21,80.35
ORD10074,2025-11-27,CUST1123,Cookware Set,Home & Kitchen,Central,2,205.83,0.1,370.49,89.19
ORD10336,2025-11-28,CUST1098,Monitor,Electronics,Central,2,292.4,0.2,467.84,47.65
ORD10157,2025-11-28,CUST1019,Jacket,Clothing,South,3,117.27,0.1,316.63,44.37
ORD10141,2025-11-29,CUST1040,Blender,Home & Kitchen,South,2,99.29,0.25,148.94,2.66
ORD10473,2025-11-30,CUST1134,Laptop,Electronics,North,6,521.45,0.15,2659.4,532.58
ORD10438,2025-12-02,CUST1116,Cookware Set,Home & Kitchen,South,5,261.56,0.25,980.85,105.99
ORD10176,2025-12-02,CUST1188,Monitor,Electronics,Central,2,493.29,0.0,986.58,148.79
ORD10407,2025-12-03,CUST1194,Bookshelf,Furniture,West,7,248.12,0.1,1563.16,281.12
ORD10416,2025-12-03,CUST1057,Office Chair,Furniture,East,6,307.82,0.0,1846.92,479.6
ORD10498,2025-12-04,CUST1130,Laptop,Electronics,North,1,850.13,0.15,722.61,89.22
ORD10435,2025-12-05,CUST1062,Laptop,Electronics,South,5,580.65,0.1,2612.93,703.01
ORD10422,2025-12-05,CUST1045,Cookware Set,Home & Kitchen,North,7,60.92,0.05,405.12,96.08
ORD10088,2025-12-05,CUST1164,Jacket,Clothing,North,4,112.92,0.15,383.93,103.9
ORD10433,2025-12-05,CUST1059,Sneakers,Clothing,Central,7,68.5,0.2,383.6,40.36
ORD10016,2025-12-06,CUST1169,Smartphone,Electronics,North,2,529.75,0.05,1006.52,170.01
ORD10403,2025-12-06,CUST1146,Jeans,Clothing,West,4,73.6,0.05,279.68,66.8
ORD10191,2025-12-08,CUST1188,Laptop,Electronics,South,5,1167.95,0.1,5255.78,1284.28
ORD10334,2025-12-08,CUST1157,Monitor,Electronics,Central,3,154.64,0.25,347.94,63.92
ORD10340,2025-12-09,CUST1093,Monitor,Electronics,Central,5,231.78,0.15,985.06,91.68
ORD10254,2025-12-09,CUST1096,Table,Furniture,West,5,103.09,0.0,515.45,109.73
ORD10013,2025-12-12,CUST1169,Cookware Set,Home & Kitchen,East,7,78.56,0.1,494.93,72.41
ORD10237,2025-12-12,CUST1140,Headphones,Electronics,Central,7,220.19,0.05,1464.26,259.97
ORD10212,2025-12-15,CUST1068,Backpack,Clothing,North,4,50.93,0.05,193.53,43.06
ORD10243,2025-12-15,CUST1021,Coffee Maker,Home & Kitchen,South,2,73.68,0.0,147.36,43.21
ORD10144,2025-12-17,CUST1195,Table,Furniture,East,5,211.28,0.25,792.3,62.85
ORD10314,2025-12-17,CUST1047,Vacuum Cleaner,Home & Kitchen,North,5,485.29,0.05,2305.13,613.41
ORD10093,2025-12-17,CUST1073,Vacuum Cleaner,Home & Kitchen,East,6,308.52,0.15,1573.45,93.66
ORD10420,2025-12-18,CUST1066,Coffee Maker,Home & Kitchen,East,6,223.08,0.2,1070.78,44.16
ORD10182,2025-12-18,CUST1082,Keyboard,Electronics,West,3,28.45,0.0,85.35,13.86
ORD10262,2025-12-20,CUST1080,Air Fryer,Home & Kitchen,East,5,96.7,0.05,459.32,37.36
ORD10171,2025-12-20,CUST1134,Jeans,Clothing,Central,5,41.2,0.1,185.4,13.15
ORD10150,2025-12-21,CUST1082,Headphones,Electronics,Central,1,49.48,0.0,49.48,9.38
ORD10345,2025-12-23,CUST1061,Bookshelf,Furniture,North,4,60.3,0.1,217.08,55.1
ORD10159,2025-12-23,CUST1187,Keyboard,Electronics,West,6,115.2,0.05,656.64,149.69
ORD10324,2025-12-23,CUST1137,Monitor,Electronics,East,2,395.28,0.0,790.56,75.1
ORD10377,2025-12-23,CUST1156,Coffee Maker,Home & Kitchen,Central,6,237.66,0.1,1283.36,93.04
ORD10164,2025-12-24,CUST1102,Jeans,Clothing,North,3,94.4,0.05,269.04,59.23
ORD10235,2025-12-25,CUST1129,Smartphone,Electronics,South,4,663.48,0.0,2653.92,227.19
ORD10091,2025-12-26,CUST1138,Laptop,Electronics,Central,3,1042.51,0.1,2814.78,496.82
ORD10205,2025-12-26,CUST1185,Jacket,Clothing,North,5,174.59,0.1,785.66,74.67
ORD10111,2025-12-27,CUST1156,Headphones,Electronics,West,5,134.11,0.0,670.55,59.55
ORD10180,2025-12-28,CUST1037,Laptop,Electronics,Central,4,1191.89,0.0,4767.56,522.15
ORD10084,2025-12-28,CUST1068,Smartphone,Electronics,Central,4,201.64,0.1,725.9,58.08
ORD10284,2025-12-28,CUST1087,Laptop,Electronics,Central,2,981.43,0.0,1962.86,264.32
ORD10213,2025-12-30,CUST1129,Sneakers,Clothing,West,5,106.73,0.15,453.6,88.61
ORD10312,2025-12-31,CUST1011,Headphones,Electronics,North,6,58.89,0.0,353.34,111.44
ORD10252,2025-12-31,CUST1032,Desk,Furniture,Central,1,332.74,0.1,299.47,55.38
ORD10042,2025-01-16,CUST1084,Table,Furniture,North,1,539.31,0.15,458.41,52.18
ORD10410,2025-03-17,CUST1006,Laptop,Electronics,West,6,573.0,0.1,3094.2,371.73
ORD10104,2025-06-23,CUST1027,Sneakers,Clothing,Central,1,137.04,0.0,137.04,31.05
